"id","sentence","aspect","opinion"
"510","Overall I was impressed and will return , it 's a great QPR ( Quality to Price Ratio ) .","Price","great"
"510","Overall I was impressed and will return , it 's a great QPR ( Quality to Price Ratio ) .","Quality","great"
"600","It is nearly impossible to get a table , so if you ever have the chance to go here for dinner , DO NOT pass it up .","table","impossible"
"424","Their pad penang is delicious and everything else is fantastic .","pad penang","delicious"
"3091","The puke green walls leave a lot to be desired , but the food is very good .","food","good"
"3091","The puke green walls leave a lot to be desired , but the food is very good .","walls","desired"
"676","The flavors are very fresh and pretty unobtrusive , nothing flashy .","flavors","fresh unobtrusive"
"7","I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !","people","evil incompetent"
"1371","The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .","hanger steak","rubber"
"1371","The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .","tuna","flavorless"
"1596","Our son loves pizza and we have a certified Neapolitan pizzaria in our home city ( Seattle ) , we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant .","pizza","loves"
"1232","big and soft as well as good lunch food .","lunch food","big soft good"
"967","No food snobs allowed , this place is for people who appreciate good food .","food","good"
"1127","I liked the food at this quasi-thai restaurant .","food","liked"
"2576","By far the best salad I have had in a fast food restaurant .","salad","best"
"2529","As for the bar , this is another bad idea .","bar","bad"
"3167","Their bagels are fine , but they are a little overcooked , and not really a 'special ' bagel experience .","bagels","fine overcooked"
"1217","Unlike HH up the block , this place actually gives you hearty and hot bagels this town is known for .","bagels","hearty hot"
"2644","The barebecued salmon is elegantly spiced and not at all dry .","barebecued salmon","elegantly spiced not at all dry"
"1028","What generous portions !","portions","generous"
"573","The wine the service was very good too .","wine","good"
"573","The wine the service was very good too .","service","good"
"1082","So , the menu is written in chalk above your head and it all sounds delicious .","menu","delicious"
"1080","The highly spiced chai tea was great too .","chai tea","highly spiced great"
"752","I have been there many times , and food is good and consistent .","food","good consistent"
"1641","Seriously , this is the best all you can eat in town- As everyone says , the Spicy Tuna hand rolls are the best- have 4 of these , and you 've broken even .","Spicy Tuna hand rolls","best"
"2897","While Sapphire is certainly not lacking in ambiance , and probably has the best decor of any Indian restaurant I have been to in New York City , the food was not what I had hoped for .","food","best"
"2897","While Sapphire is certainly not lacking in ambiance , and probably has the best decor of any Indian restaurant I have been to in New York City , the food was not what I had hoped for .","ambiance","lacking"
"2897","While Sapphire is certainly not lacking in ambiance , and probably has the best decor of any Indian restaurant I have been to in New York City , the food was not what I had hoped for .","decor","best"
"872","I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine .","atmosphere","casual"
"2086","The meat dishes were only so-so .","meat dishes","so-so"
"3507","His wife Tanya , the hostess , completes the comforting atmosphere by being delightfully warm and gracious .","hostess","delightfully warm gracious"
"3507","His wife Tanya , the hostess , completes the comforting atmosphere by being delightfully warm and gracious .","atmosphere","comforting"
"957","The menu consisted of standard brassiere food , better then places like Balthazar etc .","brassiere food","standard better"
"2249","I have been a longtime fan of Holy Basil in the East Village , and while I do believe their food has slightly slipped in quality , I have been hesitant to be disloyal .","quality","slipped"
"1724","But the best part about LS is the late night atmosphere , delightfully free of the BTs .","atmosphere","delightfully"
"866","The staff there is very attentive and down to earth .","staff","attentive down to earth"
"1031","You do n't go to Mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .","service","excellent"
"1031","You do n't go to Mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .","food","large"
"1031","You do n't go to Mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .","atmosphere","amiable"
"712","The service is always bad though , do n't expect much of anything from your server , and I would not recommend bringing a date here either .","service","bad"
"979","The service is decent even when this small place is packed .","service","decent"
"979","The service is decent even when this small place is packed .","place","small packed"
"1205","This is the best sushi in new york city - hands down .","sushi","best"
"2567","Great value for the quality ingredients .","ingredients","quality"
"1419","The Thali was small , thoroughly unremarkable , and $ 14.95 .","Thali","small unremarkable"
"305","The sushi is also great !","sushi","great"
"2843","From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .","chef app","complimentary"
"2843","From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .","delicate butternut squash ravioli in a delicious truffle sauce","delicate"
"2843","From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .","buttery and tender langostine entree","amazing"
"2843","From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .","Cakebread Cabernet","fabulous"
"1931","Truly the mark of an attentive waiter .","waiter","attentive"
"181","The food here is rather good , but only if you like to wait for it .","food","good"
"3579","I got an excellent piece of cheesecake and we had several other nice pastries .","cheesecake","excellent"
"3579","I got an excellent piece of cheesecake and we had several other nice pastries .","pastries","nice"
"2455","The staff is very kind and well trained , they 're fast , they are always prompt to jump behind the bar and fix drinks , they know details of every item in the menu and make excellent recomendations .","staff","kind well trained fast prompt"
"2040","The makhani was OK -- the korma was bland .","makhani","OK"
"2040","The makhani was OK -- the korma was bland .","korma","bland"
"3080","The food is inventive but still keeps traditional indian flavoring .","food","inventive traditional"
"1465","though the service could be better ( possibly due to more than one very large group in the house ) , it is very cordial and warm , as is the general clientele .","service","could be better cordial warm"
"2927","The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic , just simple , small and sparse .","decor","diner-ish"
"2927","The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic , just simple , small and sparse .","place","simple small sparse"
"1544","This is a cute place and could be good but they need to get their act together .","place","cute"
"2161","The lox is always fresh too .","lox","fresh"
"1341","Service was very friendly .","Service","friendly"
"3468","So all I 'm trying to say is this restaurant is by far the best thai food restaurant I 've ever been to .","thai food","best"
"840","Food was OK - fish was cooked well .","Food","OK"
"840","Food was OK - fish was cooked well .","fish","cooked well"
"1011","We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food .","chinese food","good"
"698","The duck confit is always amazing and the foie gras terrine with figs was out of this world .","foie gras terrine with figs","out of this world"
"698","The duck confit is always amazing and the foie gras terrine with figs was out of this world .","duck confit","amazing"
"14","The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .","staff","good"
"557","The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely .","service","lack focus"
"3302","The staff offers impeccable service .","staff","impeccable"
"3302","The staff offers impeccable service .","service","impeccable"
"160","We ended our great experience by having Gulab Jamun ( dessert ) recommended by the waiter .","Gulab Jamun ( dessert )","great"
"2404","The place is sleek , modern and playful and i will return again frequently .","place","sleek modern playful"
"116","I have known about this secret for the last 13 years , Emilio ( the Godfather ) has continued to serve food and wine for the gods at mortal prices .","prices","mortal"
"2008","The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .","brioche and lollies","cute sweet"
"2008","The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .","meal","memorable"
"1010","And the bill was outrageous .","bill","outrageous"
"89","The service was attentive , yet unimposing , the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced .","service","attentive unimposing"
"89","The service was attentive , yet unimposing , the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced .","food","better"
"89","The service was attentive , yet unimposing , the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced .","wine list","extensive well priced"
"89","The service was attentive , yet unimposing , the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced .","priced","well"
"2994","Kind , attentive wait staff .","wait staff","Kind attentive"
"2572","Salads were fantastic .","Salads","fantastic"
"1288","The owners and employees are friendly and their pizza is fantastic .","owners","friendly"
"1288","The owners and employees are friendly and their pizza is fantastic .","employees","friendly"
"1288","The owners and employees are friendly and their pizza is fantastic .","pizza","fantastic"
"1723","The food is yummy , especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries .","food","yummy"
"1723","The food is yummy , especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries .","mussels in spicy tomato sauce","yummy cooked-to-perfection"
"1723","The food is yummy , especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries .","fries","yummy crispy"
"3491","The food is authentic Italian - delicious !","food","authentic Italian delicious"
"1795","It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool .","servers","forgot"
"3438","The service is good and ambience is good for a date or group outing .","service","good"
"3438","The service is good and ambience is good for a date or group outing .","ambience","good"
"1870","Fast service .","service","Fast"
"1519","The staff is excellent , special : that girl behind the bar , european chic .","staff","excellent"
"1519","The staff is excellent , special : that girl behind the bar , european chic .","bar","special"
"1009","The service was bad , the food took to forever to come , we sat on the upper level .","service","bad"
"1009","The service was bad , the food took to forever to come , we sat on the upper level .","food","bad"
"2642","We a menu that rarely changes , e xcept for one or two specials , the quality and care they put in thier food in evident .","quality","evident"
"2642","We a menu that rarely changes , e xcept for one or two specials , the quality and care they put in thier food in evident .","care","evident"
"1460","The decor is nice , but more casual than fine dining .","decor","nice casual"
"307","This restaurant is a wonderful place to go many times and it is reasonably priced .","priced","reasonably"
"2095","Stick to dimsum , not super overpriced noodles .","noodles","not super overpriced"
"989","The service is fine and they allow you to enjoy the view .","service","fine"
"989","The service is fine and they allow you to enjoy the view .","view","enjoy"
"3047","We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .","staff","rude"
"2993","delicious simple food in nice outdoor atmosphere .","food","delicious simple"
"2993","delicious simple food in nice outdoor atmosphere .","atmosphere","nice"
"3108","The food is good , but very expensive for the casualness of it .","food","good expensive"
"3439","The only fallback on this restaurant is the prices .","prices","fallback"
"1440","The hot and sour soup was unbearably hot and tasted of only pepper and nothing else .","soup","unbearably hot"
"988","The food is delicious .","food","delicious"
"2963","Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $ 30 .","wines by the glass","great"
"3412","This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .","ambience","correct"
"3412","This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .","staff","excellent"
"1394","The atmosphere is much better than Sripraphai ( more modern and sleek ) .","atmosphere","better modern sleek"
"3642","The food is outstanding and the service is quick , friendly and very professional .","food","outstanding"
"3642","The food is outstanding and the service is quick , friendly and very professional .","service","quick friendly professional"
"2159","The bagels always warm , soft on the inside , crispy on the outside and enormous in size .","bagels","warm soft crispy enormous"
"1708","I had a late dinner at Lucky Stike , a great name for a joint if ever I saw one .","dinner","great"
"1061","Service is fast and friendly .","Service","fast friendly"
"1514","And they have these home made potato chips at the bar that are the most delicious things in the world !","potato chips","delicious"
"1514","And they have these home made potato chips at the bar that are the most delicious things in the world !","bar","delicious"
"1906","My husband and I enjoyed each of the 6 taste size portions and left completely full .","portions","enjoyed"
"2781","We all ate pasta entre'es , which were great .","pasta entre'es","great"
"1970","The steak was excellent and one of the best I have had ( I tasted the butter intitally but in no way did it overwhelm the flavor of the meat ) .","steak","excellent best"
"2038","The food was boring and expensive .","food","boring expensive"
"186","The ambience is pretty and nice for conversation , so a casual lunch here would probably be best .","ambience","pretty nice"
"186","The ambience is pretty and nice for conversation , so a casual lunch here would probably be best .","lunch","casual"
"2127","Terrific menu full of unique rolls and special dishes .","menu","Terrific"
"2127","Terrific menu full of unique rolls and special dishes .","rolls","unique"
"2127","Terrific menu full of unique rolls and special dishes .","dishes","special"
"130","The service is ok but could be better .","service","ok could be better"
"702","We love the food , drinks , and atmosphere !","food","love"
"702","We love the food , drinks , and atmosphere !","drinks","love"
"702","We love the food , drinks , and atmosphere !","atmosphere","love"
"3510","I was here a few weeks back and we had the worst customer service experience at a restaurant ever .","customer service","worst"
"328","Went on a 3 day oyster binge , with Fish bringing up the closing , and I am so glad this was the place it O trip ended , because it was so great !","place","great"
"512","Took my mom for Mother 's Day , and the maitre d ' was pretty rude .","maitre d '","rude"
"1683","The vibe is very relaxed and cozy , service was great and the food was excellent !","vibe","relaxed cozy"
"1683","The vibe is very relaxed and cozy , service was great and the food was excellent !","service","great"
"1683","The vibe is very relaxed and cozy , service was great and the food was excellent !","food","excellent"
"2623","If you are looking for a good quality , cheap eats - this is the place .","quality","good"
"959","The service was friendly and the atmosphere was casual .","service","friendly"
"959","The service was friendly and the atmosphere was casual .","atmosphere","casual"
"3518","I recommend their Pad See Ew , Pork Chops or Tofu plates .","Pad See Ew","recommend"
"3518","I recommend their Pad See Ew , Pork Chops or Tofu plates .","Pork Chops","recommend"
"3518","I recommend their Pad See Ew , Pork Chops or Tofu plates .","Tofu plates","recommend"
"1171","Never in my life did I think that I could be satisfied both in taste and in quantity for $ 3.00 in NYC .","taste","satisfied"
"1171","Never in my life did I think that I could be satisfied both in taste and in quantity for $ 3.00 in NYC .","quantity","satisfied"
"1518","this is the best secret place in midtown ' , I heard that from the bartender , after having brilliant food ( try steak with portobello mushrooms ) and drinks on the bar last Tuesday .","food","brilliant"
"1518","this is the best secret place in midtown ' , I heard that from the bartender , after having brilliant food ( try steak with portobello mushrooms ) and drinks on the bar last Tuesday .","drinks","brilliant"
"1518","this is the best secret place in midtown ' , I heard that from the bartender , after having brilliant food ( try steak with portobello mushrooms ) and drinks on the bar last Tuesday .","steak with portobello mushrooms","brilliant try"
"941","The service was excellent - friendly and attentive .","service","excellent friendly attentive"
"2898","The main course had an average portion , and was decent overall .","main course","decent"
"2898","The main course had an average portion , and was decent overall .","portion","average"
"1960","20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other .","surroundings","enjoy"
"214","Waitstaff is great , very attentive .","Waitstaff","great attentive"
"560","The dinner menu is diverse and top-notch as well .","dinner menu","diverse top-notch"
"2468","I do n't like Indian food too much and this was delicious , however you want to factor that into the equation .","Indian food","do n't like"
"3558","at taj , vegetarians can rejoice-all the dishes are manna from heaven .","dishes","heaven"
"1977","Forget the rush and the wait and the noise ( which is n't actually that bad ) , I mean please , who goes to a steakhouse to be coddled and romantic ?","wait","is n't actually that bad"
"1977","Forget the rush and the wait and the noise ( which is n't actually that bad ) , I mean please , who goes to a steakhouse to be coddled and romantic ?","noise","is n't actually that bad"
"1977","Forget the rush and the wait and the noise ( which is n't actually that bad ) , I mean please , who goes to a steakhouse to be coddled and romantic ?","rush","is n't actually that bad"
"1156","Jimmy 's is hands down the hottest night spot in the Bronx .","spot","hottest"
"2359","The $ 300 bill was a bit steep , but the experience was great .","bill","steep"
"2968","Nice ambiance , nice little bar , good bartender , Francois , and good service .","bar","nice"
"2968","Nice ambiance , nice little bar , good bartender , Francois , and good service .","bartender","good"
"2968","Nice ambiance , nice little bar , good bartender , Francois , and good service .","service","good"
"2968","Nice ambiance , nice little bar , good bartender , Francois , and good service .","ambiance","nice"
"382","The calamari comes with an incredible sauce , and the duck noodles are yummy as well .","sauce","incredible"
"382","The calamari comes with an incredible sauce , and the duck noodles are yummy as well .","duck noodles","yummy"
"1715","I would definitely go back -- if only for some of those exotic martinis on the blackboard .","martinis","exotic"
"611","Simple comfort food and what hot and large portions .","comfort food","Simple comfort"
"611","Simple comfort food and what hot and large portions .","portions","large"
"2156","The bagels are also reasonably priced for NYC .","bagels","reasonably priced"
"2156","The bagels are also reasonably priced for NYC .","priced","reasonably"
"2088","Decor leaves something to be desired .","Decor","desired"
"185","Also , specify if you like your food spicy- its rather bland if you do n't .","food","bland"
"1710","Our waiter was fine , the place looks nice in that not-trying-too-hard way , but at those prices , a little more should be expected of your food .","waiter","fine"
"1710","Our waiter was fine , the place looks nice in that not-trying-too-hard way , but at those prices , a little more should be expected of your food .","place","fine"
"1710","Our waiter was fine , the place looks nice in that not-trying-too-hard way , but at those prices , a little more should be expected of your food .","food","more should be expected"
"2610","Coming from Boston this place is like Emma 's Pizza in Kendall Square in Cambridge ( although they have more funky toppings ! )","toppings","funky"
"974","I 've been to this restaurant more than a dozen times and when I 'm craving for Pho , Lemon grass chicken or Beef Cube on rice , this is the place to go .","Pho","craving"
"974","I 've been to this restaurant more than a dozen times and when I 'm craving for Pho , Lemon grass chicken or Beef Cube on rice , this is the place to go .","Lemon grass chicken","craving"
"974","I 've been to this restaurant more than a dozen times and when I 'm craving for Pho , Lemon grass chicken or Beef Cube on rice , this is the place to go .","Beef Cube on rice","craving"
"3089","Oh yes , and if you are a fan of Indian oldies film stars , there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls , some of which , I would love to know where they obtained .","portraits","plenty"
"647","The food is spectacular , from the appitizers to the main course , and then of course the desserts , ( WOW ) you 'll need no more .","food","spectacular"
"647","The food is spectacular , from the appitizers to the main course , and then of course the desserts , ( WOW ) you 'll need no more .","appitizers","spectacular"
"647","The food is spectacular , from the appitizers to the main course , and then of course the desserts , ( WOW ) you 'll need no more .","main course","spectacular"
"647","The food is spectacular , from the appitizers to the main course , and then of course the desserts , ( WOW ) you 'll need no more .","desserts","spectacular"
"378","My fish was delicious in an incredible curry sauce .","fish","delicious"
"378","My fish was delicious in an incredible curry sauce .","curry sauce","incredible"
"490","If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz 's Deli down on the Lower East Side .","deli","authentic"
"3245","Even upon delivery , their juicy pork buns are quite good . .","pork buns","good"
"414","Average to good Thai food , but terrible delivery .","Thai food","Average to good"
"414","Average to good Thai food , but terrible delivery .","delivery","terrible"
"1857","The space is nice but when we order our drink we were in for a surprise .","space","nice"
"1857","The space is nice but when we order our drink we were in for a surprise .","drink","surprise"
"1480","Joe 's Pizza used to have the best slice until this pizzeria opened up .","slice","best"
"3663","And they provided a delicious dessert on the house !","dessert","delicious"
"3250","They are still living in the dark ages and do not have an answering machine , so if you want to make a reservation you are limited .","reservation","limited"
"3366","The food is amazing , rich pastas and fresh doughy pizza .","food","amazing"
"3366","The food is amazing , rich pastas and fresh doughy pizza .","pastas","rich"
"3366","The food is amazing , rich pastas and fresh doughy pizza .","pizza","fresh doughy"
"3073","Food was very good , but not what I would consider out of this world .","Food","good"
"704","Try the Pad Thai , it 's fabulous and their prices are so cheap !","Pad Thai","Try fabulous cheap"
"704","Try the Pad Thai , it 's fabulous and their prices are so cheap !","prices","cheap"
"1839","Food is great and inexpensive .","Food","great inexpensive"
"1756","The price very reasonable .","price","reasonable"
"29","Dessert - ca n't be missed , so save room ! ! !","Dessert","ca n't be missed"
"2574","Ingredients are organic which is a real plus for me .","Ingredients","organic plus"
"3595","It was so bad I actually refused to pay for my food .","food","bad"
"1097","I recommend this spot to anyone who enjoys fine cuisine at reasonable prices .","cuisine","fine"
"1097","I recommend this spot to anyone who enjoys fine cuisine at reasonable prices .","prices","reasonable"
"2692","The staff was very attentive , the ambience lovely , and the food superb .","staff","attentive"
"2692","The staff was very attentive , the ambience lovely , and the food superb .","ambience","lovely"
"2692","The staff was very attentive , the ambience lovely , and the food superb .","food","superb"
"2590","I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine , even with no idea how to use them .","ingrediants","expensive"
"2590","I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine , even with no idea how to use them .","cuisine","fine"
"2590","I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine , even with no idea how to use them .","food","fine"
"71","THe Pizza and wine were excellent -the service too -- but what really MADE this place was the backyard dining area .","Pizza","excellent"
"71","THe Pizza and wine were excellent -the service too -- but what really MADE this place was the backyard dining area .","wine","excellent"
"71","THe Pizza and wine were excellent -the service too -- but what really MADE this place was the backyard dining area .","service","excellent"
"2957","The waiters are sweet , the food is tasty and the bill is never too large .","waiters","sweet"
"2957","The waiters are sweet , the food is tasty and the bill is never too large .","food","tasty"
"2957","The waiters are sweet , the food is tasty and the bill is never too large .","bill","never too large"
"3633","The service was superb , they treat you like family .","service","superb"
"2696","We all had the tasting menu and unlike some of the other reviews , I felt there was more than enough food .","food","more than enough"
"3224","The menu may be small , but everything on it is delicious .","menu","small"
"935","They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL .","RICE","BURNT"
"3355","- for dessert we split chocolate cake and vanilla gelato ( with espresso ) , which were tasty , but I thought a bit overpriced .","chocolate cake","tasty overpriced"
"3355","- for dessert we split chocolate cake and vanilla gelato ( with espresso ) , which were tasty , but I thought a bit overpriced .","vanilla gelato ( with espresso )","tasty overpriced"
"3355","- for dessert we split chocolate cake and vanilla gelato ( with espresso ) , which were tasty , but I thought a bit overpriced .","dessert","tasty overpriced"
"637","Warm , comfortable surroundings , nice appointments ( witness the etched glass and brickwork separating the dining rooms ) .","surroundings","Warm comfortable"
"637","Warm , comfortable surroundings , nice appointments ( witness the etched glass and brickwork separating the dining rooms ) .","dining rooms","nice"
"644","The well mannered , pleasant staff that Tony has in his employ .","staff","pleasant"
"2007","The flavors robust and subtle .","flavors","robust subtle"
"314","All I can say is $ 2 pints during happy hour and the some of the cheapest oysters you 'll find in the city , though the quality is some of the best .","oysters","cheapest"
"314","All I can say is $ 2 pints during happy hour and the some of the cheapest oysters you 'll find in the city , though the quality is some of the best .","quality","best"
"3107","I would never wait for a table to eat , it just is not THAT great .","table","never wait"
"580","We concluded with tiramisu chocolate cake , both were delicious .","tiramisu chocolate cake","delicious"
"1295","The counter service is bad .","counter service","bad"
"2701","Service here was great , food was fantastic .","Service","great"
"2701","Service here was great , food was fantastic .","food","fantastic"
"997","This is such a lovely , peaceful place to eat outside .","place","lovely peaceful"
"1491","The sauce is delicious and the crust is perfect .","sauce","delicious"
"1491","The sauce is delicious and the crust is perfect .","crust","perfect"
"758","You will pay a lot for the decore , but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY .","decore","pay a lot"
"758","You will pay a lot for the decore , but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY .","food","no better or worse"
"1601","They have some great entrees here as well .","entrees","great"
"2195","The service is not consistently excellent -- just decent .","service","not consistently excellent decent"
"1917","The food , served in small tasting portions ( as an option ) is very good with each dish being better than the next .","food","good"
"1917","The food , served in small tasting portions ( as an option ) is very good with each dish being better than the next .","portions","small"
"1917","The food , served in small tasting portions ( as an option ) is very good with each dish being better than the next .","dish","better"
"3668","I had the mango chicken and i ca n't go on to tell you how delicious that was and the presentation was beautiful .","mango chicken","delicious"
"3668","I had the mango chicken and i ca n't go on to tell you how delicious that was and the presentation was beautiful .","presentation","beautiful"
"1794","Oh , but wait , we were out of drinks ( which were also delightfully overpriced ) .","drinks","overpriced"
"1163","The service is fantastic .","service","fantastic"
"1109","The garlic mashed potatoes are hands down the best in the city !","garlic mashed potatoes","best"
"899","Food and service was okay .","Food","okay"
"899","Food and service was okay .","service","okay"
"934","The lamb meat was under-cooked and EXTRMELY CHEWY .","lamb meat","under-cooked"
"2199","The best pad thai i 've ever had .","pad thai","best"
"188","Over time , the food quality has decreased substantially , it is a lot less crowded than it used to , and the service must definitely be part of the reason .","food quality","decreased"
"1748","Great pizza and fantastic service .","pizza","Great"
"1748","Great pizza and fantastic service .","service","fantastic"
"885","While this is a pretty place in that overly cute French way , the food was insultingly horrible .","place","pretty"
"885","While this is a pretty place in that overly cute French way , the food was insultingly horrible .","food","insultingly horrible"
"1428","I went there for lunch and it was not as good as I expected from the reviews I read .","lunch","not as good as I expected"
"1639","The wine list is n't great , and the desserts are shipped in from Bruno 's down the street , which is not as good as it used to be .","wine list","is n't great"
"1639","The wine list is n't great , and the desserts are shipped in from Bruno 's down the street , which is not as good as it used to be .","desserts","not as good"
"3159","Their coffee is quite good too !","coffee","good"
"363","great wine list ( italian ) , good food , service was INITIALLY fine .","wine list","great"
"363","great wine list ( italian ) , good food , service was INITIALLY fine .","food","good"
"363","great wine list ( italian ) , good food , service was INITIALLY fine .","service","fine"
"2856","Despite the fact that the space is large , they 've overcrowded the floor with tables .","space","large"
"2856","Despite the fact that the space is large , they 've overcrowded the floor with tables .","tables","overcrowded"
"1030","As far as the service goes , the waitresses were not particularly friendly , but they got the job done .","waitresses","not particularly friendly"
"2838","They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !","place","hostile"
"2780","Normally that would be improper , however they were all delicious and my host did not complain .","host","delicious"
"1782","Taxan delicious !","Taxan","delicious"
"3696","Unlike other places in NYC where the sandwiches you want only come as a triple-decker , here you can get what you want in a reasonably-sized portion ( and price ) .","portion","reasonably-sized"
"468","Restaurant snobs need not bother , this is a small , neighborhood kind of place .","place","small"
"2655","They could n't even make a salad that was appealing .","salad","appealing"
"2129","Killer Sushi !","Sushi","Killer"
"206","Of course the reason its so packed is because the food is so delicious !","food","delicious"
"3038","Staffs are not that friendly , but the taste covers all .","Staffs","not that friendly"
"3038","Staffs are not that friendly , but the taste covers all .","taste","covers all"
"2742","Plus they made a perfect martini .","martini","perfect"
"817","The waiter was attentive .","waiter","attentive"
"353","Their Margarita is best I 've had since I 've returned from Naples !","Margarita","best"
"2261","Their sake list was extensive , but we were looking for Purple Haze , which was n't listed but made for us upon request !","sake list","extensive"
"2261","Their sake list was extensive , but we were looking for Purple Haze , which was n't listed but made for us upon request !","Purple Haze","was n't listed"
"2772","The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .","tables","crammed too close"
"2772","The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .","menu","typical"
"2772","The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .","wine list","overpriced"
"2979","The food was actually awful .","food","awful"
"2399","They are served with a free appetizer and the portions are perfect for lunch .","appetizer","free"
"2399","They are served with a free appetizer and the portions are perfect for lunch .","portions","perfect"
"3520","There is actually space to breathe and the decor sets the tone for an intimate dinner .","dinner","intimate"
"2263","We went around 9:30 on a Friday and it had died down a bit by then so the service was great !","service","great"
"1902","My husband and I both ordered the Steak , medium .","Steak","medium"
"341","Furthermore , the rice had no seasoning , so the sushi was bland and disgusting .","rice","no seasoning"
"341","Furthermore , the rice had no seasoning , so the sushi was bland and disgusting .","sushi","bland disgusting"
"341","Furthermore , the rice had no seasoning , so the sushi was bland and disgusting .","seasoning","no"
"1649","This place has realy fresh sushi and a nice large menu of Japanese classic cuisine .","sushi","fresh"
"1649","This place has realy fresh sushi and a nice large menu of Japanese classic cuisine .","menu","large"
"1195","The sushi is average and the prices are anything but .","sushi","average"
"3247","My wife and I also enjoyed the spinach , the Shanghai low mein , and other attractions .","spinach","enjoyed"
"3247","My wife and I also enjoyed the spinach , the Shanghai low mein , and other attractions .","Shanghai low mein","enjoyed"
"1496","Turned out there was full service upstairs and sat down .","service","full"
"2382","If you have a dumpling fetish i suggest you try some here !","dumpling","try"
"1399","The food is consistently wonderful - I 've been coming here for years , and the owner has always been accomodating and friendly .","food","wonderful"
"1399","The food is consistently wonderful - I 've been coming here for years , and the owner has always been accomodating and friendly .","owner","accomodating friendly"
"3488","The waiters and owners were nonchalant about this and promised to call the exterminator but were n't as dismayed or apologetic as I would have expected .","waiters","nonchalant"
"3488","The waiters and owners were nonchalant about this and promised to call the exterminator but were n't as dismayed or apologetic as I would have expected .","owners","nonchalant"
"3117","And the food was fantastic .","food","fantastic"
"394","Aside from the Sea Urchin , the chef recommended an assortment of fish including Fatty Yellow Tail , Boton Shrimp , Blue Fin Torro ( Fatty Tuna ) , Sea Eel , etc .","assortment of fish","recommended"
